id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
17696,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans Men Rata Vulc Black Casual Shoes
37255,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,United Colors of Benetton Men Green Shoes
20687,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Jefe Men Brown Casual Shoes
11834,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Playboy Men Casual Grey Casual Shoes
3658,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Tribute Black Shoe
50421,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Men Navy Blue Boat Shoes
5289,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lee Cooper Men's Semi Formal Black Shoe
1635,Unisex,Footwear,Shoes,Casual Shoes,Red,Spring,2011.0,Casual,Newfeel Unisex Red Comfy Shoes
39974,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2014.0,Casual,Gas Men Brown Lear Shoes
26638,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Puma Men Drift Red Casual Shoes
25424,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Puma Men Mid Evo Leather Black Casual Shoes
3591,Unisex,Footwear,Shoes,Casual Shoes,Yellow,Summer,2012.0,Casual,Converse Unisex CT Stitch Print HI Yellow Canvas Shoe
18484,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Evo Black Casual Shoes
44492,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Gliders Men Black Shoes
26632,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2012.0,Casual,Puma Women Winning Diva Ballerina Grey Casual Shoes
26618,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Redon Move Black Shoes
12821,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Puma Women Karlie Blur Wn's Dazzling Blue Casual Shoes
15728,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Nike Men Ruckus Mid Grey Casual Shoes
47239,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Playboy Men Red Shoes
6345,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Converse Unisex Brick Purple Shoe
20681,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Buckaroo Men Itotia Black Casual Shoes
44230,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,Nike Men Blue Sneakers
15220,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ADIDAS Originals Men Adi T Tennis Brown Casual Shoes
2501,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2010.0,Casual,Numero Uno Men's Casual Red Canvas Shoe
15496,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Carlton London Women Casual Denim Blue  Shoes
18673,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men Sterling Black Shoes
55618,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes
29558,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Authentic Black & Pink Shoes
12702,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Women Capri White Casual Shoes
5910,Women,Footwear,Shoes,Casual Shoes,Silver,Summer,2011.0,Casual,ADIDAS Women Daily Vulc Silver Shoe
5682,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Transparent Brown Shoe
38772,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Woodland Men Olive Shoes
10154,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Bal Brown Casual Shoes
9213,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Speeder Black Casual Shoes
19364,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Redtape Men Calcullas Black Casual Shoes
10168,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors of Benetton Men Punk Black Casual Shoes
42035,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Women White Double Team Lite Casual Shoes
7261,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Rockport Men's Aphrael Black Shoe
17698,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Vans Men Bali Brown Casual Shoes
30257,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Grey Shoes
7047,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Numero Uno Men's Grey Blue Shoe
5677,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Ilets Resolute Charcolate Shoe
13917,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Men Backboard Black Casual Shoes
53637,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,ADIDAS Men White Shoes
17039,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Gas Men Skate 001 Casual Shoe
29564,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Half Cab Black Shoes
29574,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Edgemont Black Shoes
30262,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
6441,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Lotto Men's Calcetto White Red Shoe
36429,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Spinn Men Brash White Shoes
36948,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Force 10 Men Brown Shoes
57519,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes
35686,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,U.S. Polo Assn. Men Beige Shoes
24190,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Converse Unisex Chuck Taylor White Casual Shoes
47241,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Blue  Casual Shoes
10301,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Brown Leather Casual Shoes
3467,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Women Adi Slide White Silver Shoe
24260,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes
6660,Women,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Nike Women Dunk Low White Grey Shoe
13642,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Carlton London Brown  Casual Shoe
9087,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men Valle Brown Casual Shoes
34749,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Benecio Shoes
59937,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Vans Men Blue Casual Shoes
12507,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Casual Shoes
5898,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Puma Men Tekkies Jam Blue Shoe
3547,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Lifestyle Black Shoe
4022,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,ADIDAS Unisex Color Blast Green White Shoe
44937,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Ganuchi Men Brown Shoes
39644,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes
9089,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Converse Unisex Ct AsAll Star 08 Hi Black Casual Shoes
7812,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Puma Men's Mid Evo Leather Blue Pattot Green Shoe
42124,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Nike Men Grey Air Twilight Shoes
40969,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2012.0,Casual,Buckaroo Men Navy Blue Casual Shoes
36227,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Nike Men Air Ralston Mid Lite Brown Shoes
42274,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Black Era Shoes
34636,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Lotto Men XD III Grey Shoes
43477,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Shoes
57943,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Clarks Men Black Casual Shoes
49501,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Shoes
36329,Men,Footwear,Shoes,Casual Shoes,Purple,Spring,2007.0,Casual,Newfeel Men Purple Casual Shoes
47649,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Carlton London Men Brown Shoes
3564,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men Sage Brown Lifestyle Casual Shoe
22844,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes
8210,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Casual Brown Shoe
39290,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes
17036,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Gas Men Caddy Casual Shoe
47185,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Ganuchi Men Black Shoes
1805,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2010.0,Casual,Quechua Men Forclaz 1OO Beige Shoe
23936,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Lotto Men Black Pesa Slip-On Casual Shoes
22164,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
22161,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lee Cooper Men Brown Casual Shoes
5343,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Skechers Women Blue Teal Shoe
32952,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Neo Men Court Sequence Black Shoes
6151,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Men's Mactelo White Shoe
7366,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Tape Black Casual Shoe
49433,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Black Casual Shoes
9214,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Track Cat Basic White Casual Shoes
4121,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Puma Unisex 917 Lo Green & White Shoes
12897,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Game Point White Casual Shoes
14327,Men,Footwear,Shoes,Casual Shoes,White,Winter,2011.0,Casual,Nike Men Prowl White Casual Shoes
2508,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2010.0,Casual,Numero Uno Men's Casual Brown Shoe
34744,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Vedano White Shoes
13381,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Timberland Men Juniors Navy Blue Casual Shoes
3637,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Cameo Black Shoe
26527,Men,Footwear,Shoes,Casual Shoes,Red,Spring,2013.0,Casual,Gas Men Freetime Red Casual Shoes
32945,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Neo Men Court Evo Black Shoes
12880,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Provogue Men Casual Black Shoes
15882,Unisex,Footwear,Shoes,Casual Shoes,Black,Winter,2013.0,Casual,Warner Bros Kids Unisex TJ Check Skate Black Casual Shoes
10155,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Tr Bal Brown Casual Shoes
15266,Women,Footwear,Shoes,Casual Shoes,Gold,Fall,2011.0,Casual,ADIDAS Originals Women Top Ten HI Sleek Gold Casual Shoes
4021,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ADIDAS Unisex Color Blast Black Red Shoe
22831,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Shoes
44763,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Globalite Men Grey Startech Shoes
6416,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Navy Blue Shoe
38543,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Contest Hi Shoes
26550,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,ID Men Blue Shoes
23094,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Converse Men Slim Smart Black Casual Shoes
39625,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Sweet Classic High Black Casual Shoes
46116,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Terrace Shoes
7403,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Slip-On Brown Shoes
37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes
6668,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Nike Men's Backboard White Red Shoe
17660,Women,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Ballerina Brown Casual Shoe
7393,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Brown Semi Formal Shoe
25476,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Nike Men Lite Force  Red Casual Shoes
6317,Women,Footwear,Shoes,Casual Shoes,Pink,Winter,2015.0,Casual,Catwalk Pink Slip-On Shoe
5873,Unisex,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Converse Uniex As Floral Print Ox Brown Shoe
49493,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Vans Men Green & Grey Era Shoes
5944,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Women Derby White Shoe
6347,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Converse Unisex Four Stitch Hi Navy Shoe
22704,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Capri II Mid White Casual Shoes
34641,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men Stadio Potenza White Shoes
39687,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Casual Shoes
13927,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,ADIDAS Men Addcash Red Casual Shoes
20707,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Buckaroo Men Melania Black Casual Shoes
10172,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Iceland Grey Casual Shoes
39978,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,GAS Men Brown Carroll Casual Shoes
5342,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Fila Men's Fitness Hiker Olive Black Yellow Shoe
41211,Men,Footwear,Shoes,Casual Shoes,Multi,Summer,2012.0,Casual,Buckaroo Men Multi Coloured Blanco Shoes
15898,Unisex,Footwear,Shoes,Casual Shoes,Blue,Winter,2013.0,Casual,Warner Bros Kids Blue Dance Casual Shoes
10266,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Men Goto Hi Cola Suede Brown Shoes
39277,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2018.0,Casual,Red Chief Men Olive Casual Shoes
37245,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shoes
32685,Women,Accessories,Bags,Clutches,Gold,Fall,2012.0,Party,Rocia Women Gold Coloured Clutch
25120,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Lino Perros Women Beaded Black Clutch
42887,Women,Accessories,Bags,Clutches,Beige,Summer,2012.0,Casual,French Connection Women Beige Clutch
16749,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Spice Art Women Glass Stylinc Multi Clutch
25129,Women,Accessories,Bags,Clutches,Gold,Winter,2015.0,Casual,Lino Perros Women Gems Gold Clutch
49529,Women,Accessories,Bags,Clutches,Gold,Summer,2012.0,Casual,Rocia Women Gold Purse
35925,Women,Accessories,Bags,Clutches,Yellow,Summer,2012.0,Casual,Peperone Women Yellow Clutch
